'ICD-9-CM CODE','CCS LVL 1','CCS LVL 1 LABEL','CCS LVL 2','CCS LVL 2 LABEL','CCS LVL 3','CCS LVL 3 LABEL'
'7321','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'7322','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'7351','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'738 ','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'7391','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'7392','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'7393','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'7394','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'7399','13',"Obstetrical procedures",'13.5',"Other procedures to assist delivery [137.]",'13.5.4',"Other delivery procedures"
'751 ','13',"Obstetrical procedures",'13.6',"Diagnostic amniocentesis [138.]",' '," "
'7531','13',"Obstetrical procedures",'13.7',"Fetal monitoring [139.]",' '," "
'7532','13',"Obstetrical procedures",'13.7',"Fetal monitoring [139.]",' '," "
'7533','13',"Obstetrical procedures",'13.7',"Fetal monitoring [139.]",' '," "
'7534','13',"Obstetrical procedures",'13.7',"Fetal monitoring [139.]",' '," "
'7535','13',"Obstetrical procedures",'13.7',"Fetal monitoring [139.]",' '," "
'7538','13',"Obstetrical procedures",'13.7',"Fetal monitoring [139.]",' '," "
'7550','13',"Obstetrical procedures",'13.8',"Repair of current obstetric laceration [140.]",'13.8.1',"Repair of obstetric laceration of uterus or cervix"
'7551','13',"Obstetrical procedures",'13.8',"Repair of current obstetric laceration [140.]",'13.8.1',"Repair of obstetric laceration of uterus or cervix"
'7552','13',"Obstetrical procedures",'13.8',"Repair of current obstetric laceration [140.]",'13.8.1',"Repair of obstetric laceration of uterus or cervix"
'7561','13',"Obstetrical procedures",'13.8',"Repair of current obstetric laceration [140.]",'13.8.2',"Repair of obstetric laceration of bladder or urethra"
'7562','13',"Obstetrical procedures",'13.8',"Repair of current obstetric laceration [140.]",'13.8.3',"Repair of obstetric laceration of rectum or sphincter"
'7569','13',"Obstetrical procedures",'13.8',"Repair of current obstetric laceration [140.]",'13.8.4',"Repair of other obstetric laceration"
'6751','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'6759','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'752 ','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'7536','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'7537','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'754 ','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'757 ','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'758 ','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'7591','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'7592','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'7593','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'7594','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'7599','13',"Obstetrical procedures",'13.9',"Other therapeutic obstetrical procedures [141.]",' '," "
'6662','13',"Obstetrical procedures",'13.10',"Removal of ectopic pregnancy [122.]",' '," "
'6911','13',"Obstetrical procedures",'13.10',"Removal of ectopic pregnancy [122.]",' '," "
'743 ','13',"Obstetrical procedures",'13.10',"Removal of ectopic pregnancy [122.]",' '," "
'7601','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'762 ','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7631','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7639','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7760','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7761','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7762','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7763','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7764','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7765','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7766','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7767','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7768','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7769','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7770','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7771','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7772','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7773','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7774','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7775','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7776','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7777','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7778','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7779','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7780','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7781','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7782','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7783','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7784','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7785','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7786','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7787','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7788','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7789','14',"Operations on the musculoskeletal system",'14.1',"Partial excision bone [142.]",' '," "
'7751','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7752','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7753','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7754','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7756','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7757','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7758','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7759','14',"Operations on the musculoskeletal system",'14.2',"Bunionectomy or repair of toe deformities [143.]",' '," "
'7670','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7671','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7672','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7673','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7674','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7675','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7676','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7677','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7678','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7679','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7693','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7694','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7697','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7699','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.1',"Treatment; facial fracture or dislocation [144.]"
'7853','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7863','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7902','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7912','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7922','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7932','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7942','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7952','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7962','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7972','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7973','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7982','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7983','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7992','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.2',"Treatment; fracture or dislocation of radius and ulna [145.]"
'7855','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7865','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7905','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7915','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7925','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7935','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7945','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7955','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7965','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7975','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7985','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7995','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.3',"Treatment; fracture or dislocation of hip and femur [146.]"
'7856','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7857','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7858','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7866','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7867','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7868','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7906','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7907','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7908','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7916','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7917','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7918','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7926','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7927','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7928','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7936','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7937','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7938','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7946','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7956','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7966','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7967','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7968','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7976','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7977','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7978','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7986','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7987','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7988','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7996','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7997','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7998','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.4',"Treatment; fracture or dislocation of lower extremity (other than hip or femur) [147."
'7850','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7851','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7852','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7854','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7859','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7860','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7861','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7862','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7864','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7869','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7900','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7901','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7903','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7904','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7909','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7910','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7911','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7913','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7914','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7919','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7920','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7921','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7923','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7924','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7929','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7930','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7931','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7933','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7934','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7939','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7940','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7941','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7949','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7950','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7951','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7959','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7960','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7961','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7963','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7964','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7969','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7970','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7971','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7974','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7979','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7980','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7981','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7984','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7989','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7990','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7991','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7993','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7994','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'7999','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'8494','14',"Operations on the musculoskeletal system",'14.3',"Treatment of fracture or dislocation",'14.3.5',"Other fracture and dislocation procedure [148.]"
'8026','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.1',"Arthroscopy of knee"
'8020','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8021','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8022','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8023','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8024','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8025','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8027','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8028','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8029','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8145','14',"Operations on the musculoskeletal system",'14.4',"Arthroscopy [149.]",'14.4.2',"Other arthroscopy"
'8040','14',"Operations on the musculoskeletal system",'14.5',"Division of joint capsule; ligament or cartilage [150.]",' '," "
'8041','14',"Operations on the musculoskeletal system",'14.5',"Division of joint capsule; ligament or cartilage [150.]",' '," "
