NOTE: New codes are introduced in October and old codes are phased out in September.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION','OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'66070','188  ','Pelvic obstr',"FAILED FORCEP NOS-UNSPEC",' ',' '
'66071','188  ','Pelvic obstr',"FAILED FORCEPS NOS-DELIV",' ',' '
'66073','188  ','Pelvic obstr',"FAIL FORCEPS NOS-ANTEPAR",' ',' '
'66080','188  ','Pelvic obstr',"OBSTRUC LABOR NEC-UNSPEC",' ',' '
'66081','188  ','Pelvic obstr',"OBSTRUCT LABOR NEC-DELIV",' ',' '
'66083','188  ','Pelvic obstr',"OBSTRUC LABOR NEC-ANTEPA",' ',' '
'66090','188  ','Pelvic obstr',"OBSTRUC LABOR NOS-UNSPEC",' ',' '
'66091','188  ','Pelvic obstr',"OBSTRUCT LABOR NOS-DELIV",' ',' '
'66093','188  ','Pelvic obstr',"OBSTRUC LABOR NOS-ANTEPA",' ',' '
'67810','188  ','Pelvic obstr',"FETAL CONJOIN TWINS-UNSP (Begin 2008)",' ',' '
'67811','188  ','Pelvic obstr',"FETAL CONJOIN TWINS-DEL (Begin 2008)",' ',' '
'67813','188  ','Pelvic obstr',"FETAL CONJOIN TWINS-ANTE (Begin 2008)",' ',' '
'65420','189  ','Prev c-sectn',"PREV C-SECT NOS-UNSPEC (Begin 1990)",' ',' '
'65421','189  ','Prev c-sectn',"PREV C-SECT NOS-DELIVER (Begin 1990)",' ',' '
'65423','189  ','Prev c-sectn',"PREV C-SECT NOS-ANTEPART (Begin 1990)",' ',' '
'65630','190  ','Fetal distrs',"FETAL DISTRESS-UNSPEC",' ',' '
'65631','190  ','Fetal distrs',"FETAL DISTRESS-DELIVERED",' ',' '
'65633','190  ','Fetal distrs',"FETAL DISTRESS-ANTEPART",' ',' '
'66100','190  ','Fetal distrs',"PRIM UTERINE INERT-UNSP",' ',' '
'66101','190  ','Fetal distrs',"PRIM UTERINE INERT-DELIV",' ',' '
'66103','190  ','Fetal distrs',"PRIM UTER INERT-ANTEPART",' ',' '
'66110','190  ','Fetal distrs',"SEC UTERINE INERT-UNSPEC",' ',' '
'66111','190  ','Fetal distrs',"SEC UTERINE INERT-DELIV",' ',' '
'66113','190  ','Fetal distrs',"SEC UTERINE INERT-ANTEPA",' ',' '
'66120','190  ','Fetal distrs',"UTERINE INERTIA NEC-UNSP",' ',' '
'66121','190  ','Fetal distrs',"UTERINE INERT NEC-DELIV",' ',' '
'66123','190  ','Fetal distrs',"UTERINE INERT NEC-ANTEPA",' ',' '
'66130','190  ','Fetal distrs',"PRECIPITATE LABOR-UNSPEC",' ',' '
'66131','190  ','Fetal distrs',"PRECIPITATE LABOR-DELIV",' ',' '
'66133','190  ','Fetal distrs',"PRECIPITATE LABOR-ANTEPA",' ',' '
'66140','190  ','Fetal distrs',"UTER DYSTOCIA NOS-UNSPEC",' ',' '
'66141','190  ','Fetal distrs',"UTER DYSTOCIA NOS-DELIV",' ',' '
'66143','190  ','Fetal distrs',"UTER DYSTOCIA NOS-ANTEPA",' ',' '
'66190','190  ','Fetal distrs',"ABNORMAL LABOR NOS-UNSP",' ',' '
'66191','190  ','Fetal distrs',"ABNORMAL LABOR NOS-DELIV",' ',' '
'66193','190  ','Fetal distrs',"ABNORM LABOR NOS-ANTEPAR",' ',' '
'66200','190  ','Fetal distrs',"PROLONGED 1ST STAGE-UNSP",' ',' '
'66201','190  ','Fetal distrs',"PROLONG 1ST STAGE-DELIV",' ',' '
'66203','190  ','Fetal distrs',"PROLONG 1ST STAGE-ANTEPA",' ',' '
'66210','190  ','Fetal distrs',"PROLONGED LABOR NOS-UNSP",' ',' '
'66211','190  ','Fetal distrs',"PROLONG LABOR NOS-DELIV",' ',' '
'66213','190  ','Fetal distrs',"PROLONG LABOR NOS-ANTEPA",' ',' '
'66220','190  ','Fetal distrs',"PROLONGED 2ND STAGE-UNSP",' ',' '
'66221','190  ','Fetal distrs',"PROLONG 2ND STAGE-DELIV",' ',' '
'66223','190  ','Fetal distrs',"PROLONG 2ND STAGE-ANTEPA",' ',' '
'66230','190  ','Fetal distrs',"DELAY DEL 2ND TWIN-UNSP",' ',' '
'66231','190  ','Fetal distrs',"DELAY DEL 2ND TWIN-DELIV",' ',' '
'66233','190  ','Fetal distrs',"DELAY DEL 2 TWIN-ANTEPAR",' ',' '
'65700','191  ','Amnios dx',"POLYHYDRAMNIOS-UNSPEC (Begin 1991)",' ',' '
'65701','191  ','Amnios dx',"POLYHYDRAMNIOS-DELIVERED (Begin 1991)",' ',' '
'65703','191  ','Amnios dx',"POLYHYDRAMNIOS-ANTEPART (Begin 1991)",' ',' '
'65800','191  ','Amnios dx',"OLIGOHYDRAMNIOS-UNSPEC",' ',' '
'65801','191  ','Amnios dx',"OLIGOHYDRAMNIOS-DELIVER",' ',' '
'65803','191  ','Amnios dx',"OLIGOHYDRAMNIOS-ANTEPAR",' ',' '
'65810','191  ','Amnios dx',"PREM RUPT MEMBRAN-UNSPEC",' ',' '
'65811','191  ','Amnios dx',"PREM RUPT MEMBRAN-DELIV",' ',' '
'65813','191  ','Amnios dx',"PREM RUPT MEMB-ANTEPART",' ',' '
'65820','191  ','Amnios dx',"PROLONG RUPT MEMB-UNSPEC",' ',' '
'65821','191  ','Amnios dx',"PROLONG RUPT MEMB-DELIV",' ',' '
'65823','191  ','Amnios dx',"PROLONG RUP MEMB-ANTEPAR",' ',' '
'65830','191  ','Amnios dx',"ARTIFIC RUPT MEMBR-UNSP",' ',' '
'65831','191  ','Amnios dx',"ARTIFIC RUPT MEMBR-DELIV",' ',' '
'65833','191  ','Amnios dx',"ARTIF RUPT MEMB-ANTEPART",' ',' '
'65840','191  ','Amnios dx',"AMNIOTIC INFECTION-UNSP",' ',' '
'65841','191  ','Amnios dx',"AMNIOTIC INFECTION-DELIV",' ',' '
'65843','191  ','Amnios dx',"AMNIOTIC INFECT-ANTEPART",' ',' '
'65880','191  ','Amnios dx',"AMNIOTIC PROB NEC-UNSPEC",' ',' '
'65881','191  ','Amnios dx',"AMNIOTIC PROB NEC-DELIV",' ',' '
'65883','191  ','Amnios dx',"AMNION PROB NEC-ANTEPART",' ',' '
'65890','191  ','Amnios dx',"AMNIOTIC PROB NOS-UNSPEC",' ',' '
'65891','191  ','Amnios dx',"AMNIOTIC PROB NOS-DELIV",' ',' '
'65893','191  ','Amnios dx',"AMNION PROB NOS-ANTEPART",' ',' '
'7923 ','191  ','Amnios dx',"ABN FIND-AMNIOTIC FLUID",' ',' '
'66300','192  ','Umbil cord',"CORD PROLAPSE-UNSPEC",' ',' '
'66301','192  ','Umbil cord',"CORD PROLAPSE-DELIVERED",' ',' '
'66303','192  ','Umbil cord',"CORD PROLAPSE-ANTEPARTUM",' ',' '
'66310','192  ','Umbil cord',"CORD AROUND NECK-UNSPEC",' ',' '
'66311','192  ','Umbil cord',"CORD AROUND NECK-DELIVER",' ',' '
'66313','192  ','Umbil cord',"CORD AROUND NECK-ANTEPAR",' ',' '
'66320','192  ','Umbil cord',"CORD COMPRESS NEC-UNSPEC",' ',' '
'66321','192  ','Umbil cord',"CORD COMPRESS NEC-DELIV",' ',' '
'66323','192  ','Umbil cord',"CORD COMPRES NEC-ANTEPAR",' ',' '
'66330','192  ','Umbil cord',"CORD ENTANGLE NEC-UNSPEC",' ',' '
'66331','192  ','Umbil cord',"CORD ENTANGLE NEC-DELIV",' ',' '
'66333','192  ','Umbil cord',"CORD ENTANGL NEC-ANTEPAR",' ',' '
'66340','192  ','Umbil cord',"SHORT CORD-UNSPECIFIED",' ',' '
'66341','192  ','Umbil cord',"SHORT CORD-DELIVERED",' ',' '
'66343','192  ','Umbil cord',"SHORT CORD-ANTEPARTUM",' ',' '
'66350','192  ','Umbil cord',"VASA PREVIA-UNSPECIFIED",' ',' '
'66351','192  ','Umbil cord',"VASA PREVIA-DELIVERED",' ',' '
'66353','192  ','Umbil cord',"VASA PREVIA-ANTEPARTUM",' ',' '
'66360','192  ','Umbil cord',"VASC LESION CORD-UNSPEC",' ',' '
'66361','192  ','Umbil cord',"VASC LESION CORD-DELIVER",' ',' '
'66363','192  ','Umbil cord',"VASC LESION CORD-ANTEPAR",' ',' '
'66380','192  ','Umbil cord',"CORD COMPLICAT NEC-UNSP",' ',' '
'66381','192  ','Umbil cord',"CORD COMPLICAT NEC-DELIV",' ',' '
'66383','192  ','Umbil cord',"CORD COMPL NEC-ANTEPART",' ',' '
'66390','192  ','Umbil cord',"CORD COMPLICAT NOS-UNSP",' ',' '
'66391','192  ','Umbil cord',"CORD COMPLICAT NOS-DELIV",' ',' '
'66393','192  ','Umbil cord',"CORD COMPL NOS-ANTEPART",' ',' '
'66400','193  ','OB-related perin trauma',"DEL W 1 DEG LACERAT-UNSP",' ',' '
'66401','193  ','OB-related perin trauma',"DEL W 1 DEG LACERAT-DEL",' ',' '
'66404','193  ','OB-related perin trauma',"DEL W 1 DEG LAC-POSTPART",' ',' '
'66410','193  ','OB-related perin trauma',"DEL W 2 DEG LACERAT-UNSP",' ',' '
'66411','193  ','OB-related perin trauma',"DEL W 2 DEG LACERAT-DEL",' ',' '
'66414','193  ','OB-related perin trauma',"DEL W 2 DEG LAC-POSTPART",' ',' '
'66420','193  ','OB-related perin trauma',"DEL W 3 DEG LACERAT-UNSP",' ',' '
'66421','193  ','OB-related perin trauma',"DEL W 3 DEG LACERAT-DEL",' ',' '
'66424','193  ','OB-related perin trauma',"DEL W 3 DEG LAC-POSTPART",' ',' '
'66430','193  ','OB-related perin trauma',"DEL W 4 DEG LACERAT-UNSP",' ',' '
'66431','193  ','OB-related perin trauma',"DEL W 4 DEG LACERAT-DEL",' ',' '
'66434','193  ','OB-related perin trauma',"DEL W 4 DEG LAC-POSTPART",' ',' '
'66440','193  ','OB-related perin trauma',"OB PERINEAL LAC NOS-UNSP",' ',' '
'66441','193  ','OB-related perin trauma',"OB PERINEAL LAC NOS-DEL",' ',' '
'66444','193  ','OB-related perin trauma',"PERINEAL LAC NOS-POSTPAR",' ',' '
'66450','193  ','OB-related perin trauma',"OB PERINEAL HEMATOM-UNSP",' ',' '
'66451','193  ','OB-related perin trauma',"OB PERINEAL HEMATOMA-DEL",' ',' '
'66454','193  ','OB-related perin trauma',"PERIN HEMATOMA-POSTPART",' ',' '
'66460','193  ','OB-related perin trauma',"ANAL SPHINCTER TEAR NOS (Begin 2007)",' ',' '
'66461','193  ','OB-related perin trauma',"ANAL SPHINCTER TEAR-DEL (Begin 2007)",' ',' '
'66464','193  ','OB-related perin trauma',"ANAL SPHINCTR TEAR W P/P (Begin 2007)",' ',' '
'66480','193  ','OB-related perin trauma',"OB PERIN TRAUM NEC-UNSP",' ',' '
'66481','193  ','OB-related perin trauma',"OB PERINEAL TRAU NEC-DEL",' ',' '
'66484','193  ','OB-related perin trauma',"PERIN TRAUM NEC-POSTPART",' ',' '
'66490','193  ','OB-related perin trauma',"OB PERIN TRAUM NOS-UNSP",' ',' '
'66491','193  ','OB-related perin trauma',"OB PERINEAL TRAU NOS-DEL",' ',' '
'66494','193  ','OB-related perin trauma',"PERIN TRAUM NOS-POSTPART",' ',' '
'66950','194  ','Forceps del',"FORCEP DELIV NOS-UNSPEC",' ',' '
'66951','194  ','Forceps del',"FORCEP DELIV NOS-DELIVER",' ',' '
'64970','195  ','Ot compl bir',"CERVICAL SHORTENING-UNSP (Begin 2008)",' ',' '
'64971','195  ','Ot compl bir',"CERVICAL SHORTENING-DEL (Begin 2008)",' ',' '
'64973','195  ','Ot compl bir',"CERVICAL SHORTENING-ANTE (Begin 2008)",' ',' '
'64981','195  ','Ot compl bir',"Spon labr w plan C/S-del (Begin 2011)",' ',' '
'64982','195  ','Ot compl bir',"Lbr w plan C/S-del w p/p (Begin 2011)",' ',' '
'65103','195  ','Ot compl bir',"TWIN PREGNANCY-ANTEPART",' ',' '
'65113','195  ','Ot compl bir',"TRIPLET PREG-ANTEPARTUM",' ',' '
'65123','195  ','Ot compl bir',"QUADRUPLET PREG-ANTEPART",' ',' '
'65130','195  ','Ot compl bir',"TWINS W FETAL LOSS-UNSP (Begin 1989)",' ',' '
'65131','195  ','Ot compl bir',"TWINS W FETAL LOSS-DEL (Begin 1989)",' ',' '
'65133','195  ','Ot compl bir',"TWINS W FETAL LOSS-ANTE (Begin 1989)",' ',' '
'65140','195  ','Ot compl bir',"TRIPLETS W FET LOSS-UNSP (Begin 1989)",' ',' '
'65141','195  ','Ot compl bir',"TRIPLETS W FET LOSS-DEL (Begin 1989)",' ',' '
'65143','195  ','Ot compl bir',"TRIPLETS W FET LOSS-ANTE (Begin 1989)",' ',' '
'65150','195  ','Ot compl bir',"QUADS W FETAL LOSS-UNSP (Begin 1989)",' ',' '
'65151','195  ','Ot compl bir',"QUADS W FETAL LOSS-DEL (Begin 1989)",' ',' '
'65153','195  ','Ot compl bir',"QUADS W FETAL LOSS-ANTE (Begin 1989)",' ',' '
'65160','195  ','Ot compl bir',"MULT GES W FET LOSS-UNSP (Begin 1989)",' ',' '
'65161','195  ','Ot compl bir',"MULT GES W FET LOSS-DEL (Begin 1989)",' ',' '
'65163','195  ','Ot compl bir',"MULT GES W FET LOSS-ANTE (Begin 1989)",' ',' '
'65183','195  ','Ot compl bir',"MULTI GEST NEC-ANTEPART",' ',' '
'65193','195  ','Ot compl bir',"MULTI GEST NOS-ANTEPART",' ',' '
'65400','195  ','Ot compl bir',"CONG ABN UTER PREG-UNSP",' ',' '
'65401','195  ','Ot compl bir',"CONGEN ABN UTERUS-DELIV",' ',' '
'65402','195  ','Ot compl bir',"CONG ABN UTER-DEL W P/P",' ',' '
'65403','195  ','Ot compl bir',"CONGEN ABN UTER-ANTEPART",' ',' '
'65404','195  ','Ot compl bir',"CONGEN ABN UTER-POSTPART",' ',' '
'65410','195  ','Ot compl bir',"UTER TUMOR IN PREG-UNSP",' ',' '
'65411','195  ','Ot compl bir',"UTERINE TUMOR-DELIVERED",' ',' '
'65412','195  ','Ot compl bir',"UTERINE TUMOR-DEL W P/P",' ',' '
'65413','195  ','Ot compl bir',"UTERINE TUMOR-ANTEPARTUM",' ',' '
'65414','195  ','Ot compl bir',"UTERINE TUMOR-POSTPARTUM",' ',' '
'65430','195  ','Ot compl bir',"RETROVERT UTERUS-UNSPEC",' ',' '
'65431','195  ','Ot compl bir',"RETROVERT UTERUS-DELIVER",' ',' '
'65432','195  ','Ot compl bir',"RETROVERT UTER-DEL W P/P",' ',' '
'65433','195  ','Ot compl bir',"RETROVERT UTER-ANTEPART",' ',' '
'65434','195  ','Ot compl bir',"RETROVERT UTER-POSTPART",' ',' '
'65440','195  ','Ot compl bir',"ABN GRAV UTERUS NEC-UNSP",' ',' '
'65441','195  ','Ot compl bir',"ABN UTERUS NEC-DELIVERED",' ',' '
'65442','195  ','Ot compl bir',"ABN UTERUS NEC-DEL W P/P",' ',' '
'65443','195  ','Ot compl bir',"ABN UTERUS NEC-ANTEPART",' ',' '
'65444','195  ','Ot compl bir',"ABN UTERUS NEC-POSTPART",' ',' '
'65450','195  ','Ot compl bir',"CERV INCOMPET PREG-UNSP",' ',' '
'65451','195  ','Ot compl bir',"CERVICAL INCOMPET-DELIV",' ',' '
'65452','195  ','Ot compl bir',"CERV INCOMPET-DEL W P/P",' ',' '
'65453','195  ','Ot compl bir',"CERV INCOMPET-ANTEPARTUM",' ',' '
'65454','195  ','Ot compl bir',"CERV INCOMPET-POSTPARTUM",' ',' '
'65460','195  ','Ot compl bir',"ABN CERVIX NEC PREG-UNSP",' ',' '
'65461','195  ','Ot compl bir',"ABN CERVIX NEC-DELIVERED",' ',' '
'65462','195  ','Ot compl bir',"ABN CERVIX NEC-DEL W P/P",' ',' '
'65463','195  ','Ot compl bir',"ABN CERVIX NEC-ANTEPART",' ',' '
'65464','195  ','Ot compl bir',"ABN CERVIX NEC-POSTPART",' ',' '
'65470','195  ','Ot compl bir',"ABN VAGINA IN PREG-UNSP",' ',' '
'65471','195  ','Ot compl bir',"ABNORM VAGINA-DELIVERED",' ',' '
'65472','195  ','Ot compl bir',"ABNORM VAGINA-DEL W P/P",' ',' '
'65473','195  ','Ot compl bir',"ABNORM VAGINA-ANTEPARTUM",' ',' '
'65474','195  ','Ot compl bir',"ABNORM VAGINA-POSTPARTUM",' ',' '
'65480','195  ','Ot compl bir',"ABN VULVA IN PREG-UNSPEC",' ',' '
'65481','195  ','Ot compl bir',"ABNORMAL VULVA-DELIVERED",' ',' '
'65482','195  ','Ot compl bir',"ABNORMAL VULVA-DEL W P/P",' ',' '
'65483','195  ','Ot compl bir',"ABNORMAL VULVA-ANTEPART",' ',' '
'65484','195  ','Ot compl bir',"ABNORMAL VULVA-POSTPART",' ',' '
'65490','195  ','Ot compl bir',"ABN PEL NEC IN PREG-UNSP (Begin 1990)",' ',' '
'65491','195  ','Ot compl bir',"ABN PELV ORG NEC-DELIVER (Begin 1990)",' ',' '
'65492','195  ','Ot compl bir',"ABN PELV NEC-DELIV W P/P (Begin 1990)",' ',' '
'65493','195  ','Ot compl bir',"ABN PELV ORG NEC-ANTEPAR (Begin 1990)",' ',' '
'65494','195  ','Ot compl bir',"ABN PELV ORG NEC-POSTPAR (Begin 1990)",' ',' '
'65500','195  ','Ot compl bir',"FETAL CNS MALFORM-UNSPEC",' ',' '
'65501','195  ','Ot compl bir',"FETAL CNS MALFORM-DELIV",' ',' '
'65503','195  ','Ot compl bir',"FETAL CNS MALFOR-ANTEPAR",' ',' '
'65510','195  ','Ot compl bir',"FETAL CHROMOS ABN-UNSPEC",' ',' '
'65511','195  ','Ot compl bir',"FETAL CHROMOSO ABN-DELIV",' ',' '
'65513','195  ','Ot compl bir',"FET CHROMO ABN-ANTEPART",' ',' '
'65520','195  ','Ot compl bir',"FAMIL HEREDIT DIS-UNSPEC",' ',' '
'65521','195  ','Ot compl bir',"FAMIL HEREDIT DIS-DELIV",' ',' '
'65523','195  ','Ot compl bir',"FAMIL HERED DIS-ANTEPART",' ',' '
'65530','195  ','Ot compl bir',"FET DAMG D/T VIRUS-UNSP",' ',' '
'65531','195  ','Ot compl bir',"FET DAMG D/T VIRUS-DELIV",' ',' '
'65533','195  ','Ot compl bir',"FET DAMG D/T VIRUS-ANTEP",' ',' '
'65540','195  ','Ot compl bir',"FET DAMG D/T DIS-UNSPEC",' ',' '
'65541','195  ','Ot compl bir',"FET DAMG D/T DIS-DELIVER",' ',' '
'65543','195  ','Ot compl bir',"FET DAMG D/T DIS-ANTEPAR",' ',' '
'65560','195  ','Ot compl bir',"RADIAT FETAL DAMAG-UNSP",' ',' '
'65561','195  ','Ot compl bir',"RADIAT FETAL DAMAG-DELIV",' ',' '
'65563','195  ','Ot compl bir',"RADIAT FET DAMAG-ANTEPAR",' ',' '
'65570','195  ','Ot compl bir',"DECR FETAL MVT UNSPEC (Begin 1997)",' ',' '
'65571','195  ','Ot compl bir',"DECR FETAL MVT W/ OR W/O ANTEP COND (Begin 1997)",' ',' '
'65573','195  ','Ot compl bir',"DECR FETAL MVT ANTEP CX (Begin 1997)",' ',' '
'65580','195  ','Ot compl bir',"FETAL ABNORM NEC-UNSPEC",' ',' '
'65581','195  ','Ot compl bir',"FETAL ABNORM NEC-DELIVER",' ',' '
'65583','195  ','Ot compl bir',"FETAL ABNORM NEC-ANTEPAR",' ',' '
'65590','195  ','Ot compl bir',"FETAL ABNORM NOS-UNSPEC",' ',' '
'65591','195  ','Ot compl bir',"FETAL ABNORM NOS-DELIVER",' ',' '
'65593','195  ','Ot compl bir',"FETAL ABNORM NOS-ANTEPAR",' ',' '
'65600','195  ','Ot compl bir',"FETAL-MATERNAL HEM-UNSP",' ',' '
'65601','195  ','Ot compl bir',"FETAL-MATERNAL HEM-DELIV",' ',' '
'65603','195  ','Ot compl bir',"FETAL-MATERN HEM-ANTEPAR",' ',' '
'65610','195  ','Ot compl bir',"RH ISOIMMUNIZATION-UNSP",' ',' '
'65611','195  ','Ot compl bir',"RH ISOIMMUNIZAT-DELIVER",' ',' '
'65613','195  ','Ot compl bir',"RH ISOIMMUNIZAT-ANTEPART",' ',' '
'65620','195  ','Ot compl bir',"ABO ISOIMMUNIZATION-UNSP",' ',' '
'65621','195  ','Ot compl bir',"ABO ISOIMMUNIZAT-DELIVER",' ',' '
'65623','195  ','Ot compl bir',"ABO ISOIMMUNIZAT-ANTEPAR",' ',' '
'65640','195  ','Ot compl bir',"INTRAUTERINE DEATH-UNSP",' ',' '
'65641','195  ','Ot compl bir',"INTRAUTER DEATH-DELIVER",' ',' '
'65643','195  ','Ot compl bir',"INTRAUTER DEATH-ANTEPART",' ',' '
'65650','195  ','Ot compl bir',"POOR FETAL GROWTH-UNSPEC",' ',' '
'65651','195  ','Ot compl bir',"POOR FETAL GROWTH-DELIV",' ',' '
'65653','195  ','Ot compl bir',"POOR FETAL GRTH-ANTEPART",' ',' '
'65660','195  ','Ot compl bir',"EXCESS FETAL GRTH-UNSPEC",' ',' '
'65661','195  ','Ot compl bir',"EXCESS FETAL GRTH-DELIV",' ',' '
'65663','195  ','Ot compl bir',"EXCESS FET GRTH-ANTEPART",' ',' '
'65670','195  ','Ot compl bir',"OTH PLACENT COND-UNSPEC",' ',' '
'65671','195  ','Ot compl bir',"OTH PLACENT COND-DELIVER",' ',' '
'65673','195  ','Ot compl bir',"OTH PLACENT COND-ANTEPAR",' ',' '
'65680','195  ','Ot compl bir',"FET/PLAC PROB NEC-UNSPEC",' ',' '
'65681','195  ','Ot compl bir',"FET/PLAC PROB NEC-DELIV",' ',' '
'65683','195  ','Ot compl bir',"FET/PLAC PROB NEC-ANTEPA",' ',' '
'65690','195  ','Ot compl bir',"FET/PLAC PROB NOS-UNSPEC",' ',' '
'65691','195  ','Ot compl bir',"FET/PLAC PROB NOS-DELIV",' ',' '
'65693','195  ','Ot compl bir',"FET/PLAC PROB NOS-ANTEPA",' ',' '
'65900','195  ','Ot compl bir',"FAIL MECHAN INDUCT-UNSP",' ',' '
'65901','195  ','Ot compl bir',"FAIL MECH INDUCT-DELIVER",' ',' '
'65903','195  ','Ot compl bir',"FAIL MECH INDUCT-ANTEPAR",' ',' '
'65910','195  ','Ot compl bir',"FAIL INDUCTION NOS-UNSP",' ',' '
'65911','195  ','Ot compl bir',"FAIL INDUCTION NOS-DELIV",' ',' '
'65913','195  ','Ot compl bir',"FAIL INDUCT NOS-ANTEPART",' ',' '
'65920','195  ','Ot compl bir',"PYREXIA IN LABOR-UNSPEC",' ',' '
'65921','195  ','Ot compl bir',"PYREXIA IN LABOR-DELIVER",' ',' '
'65923','195  ','Ot compl bir',"PYREXIA IN LABOR-ANTEPAR",' ',' '
'65930','195  ','Ot compl bir',"SEPTICEMIA IN LABOR-UNSP",' ',' '
'65931','195  ','Ot compl bir',"SEPTICEM IN LABOR-DELIV",' ',' '
'65933','195  ','Ot compl bir',"SEPTICEM IN LABOR-ANTEPA",' ',' '
'65940','195  ','Ot compl bir',"GRAND MULTIPARITY-UNSPEC",' ',' '
'65941','195  ','Ot compl bir',"GRAND MULTIPARITY-DELIV",' ',' '
'65943','195  ','Ot compl bir',"GRAND MULTIPARITY-ANTEPA",' ',' '
'65950','195  ','Ot compl bir',"ELDERLY PRIMIGRAVID-UNSP",' ',' '
'65951','195  ','Ot compl bir',"ELDERLY PRIMIGRAVIDA-DEL",' ',' '
'65953','195  ','Ot compl bir',"ELDER PRIMIGRAVID-ANTEPA",' ',' '
'65960','195  ','Ot compl bir',"ADVAN MATERN AGE-UNSP (Begin 1992)",' ',' '
'65961','195  ','Ot compl bir',"ADVAN MATERN AGE-DEL (Begin 1992)",' ',' '
'65963','195  ','Ot compl bir',"ADVAN MATERN AGE-ANTEPA (Begin 1992)",' ',' '
'65970','195  ','Ot compl bir',"ABN FETL HRT NOS (Begin 1998)",' ',' '
'65971','195  ','Ot compl bir',"ABN FETL HRT DELIV (Begin 1998)",' ',' '
'65973','195  ','Ot compl bir',"ABN FETL HRT ANTEPART (Begin 1998)",' ',' '
'65980','195  ','Ot compl bir',"COMPLIC LABOR NEC-UNSP",' ',' '
'65981','195  ','Ot compl bir',"COMPLIC LABOR NEC-DELIV",' ',' '
'65983','195  ','Ot compl bir',"COMPL LABOR NEC-ANTEPART",' ',' '
'65990','195  ','Ot compl bir',"COMPLIC LABOR NOS-UNSP",' ',' '
'65991','195  ','Ot compl bir',"COMPLIC LABOR NOS-DELIV",' ',' '
'65993','195  ','Ot compl bir',"COMPL LABOR NOS-ANTEPART",' ',' '
'66500','195  ','Ot compl bir',"PRELABOR RUPT UTER-UNSP",' ',' '
'66501','195  ','Ot compl bir',"PRELABOR RUPT UTERUS-DEL",' ',' '
'66503','195  ','Ot compl bir',"PRELAB RUPT UTER-ANTEPAR",' ',' '
'66510','195  ','Ot compl bir',"RUPTURE UTERUS NOS-UNSP (Begin 1992)",' ',' '
'66511','195  ','Ot compl bir',"RUPTURE UTERUS NOS-DELIV (Begin 1992)",' ',' '
'66512','195  ','Ot compl bir',"RUPT UTER NOS-DEL W P/P (End 1992)",' ',' '
'66514','195  ','Ot compl bir',"RUPT UTERUS NOS-POSTPART (End 1992)",' ',' '
'66520','195  ','Ot compl bir',"INVERSION OF UTERUS-UNSP",' ',' '
'66522','195  ','Ot compl bir',"INVERS UTERUS-DEL W P/P",' ',' '
'66524','195  ','Ot compl bir',"INVERS UTERUS-POSTPART",' ',' '
'66530','195  ','Ot compl bir',"LACERAT OF CERVIX-UNSPEC",' ',' '
'66531','195  ','Ot compl bir',"LACERAT OF CERVIX-DELIV",' ',' '
'66534','195  ','Ot compl bir',"LACER OF CERVIX-POSTPART",' ',' '
'66540','195  ','Ot compl bir',"HIGH VAGINAL LACER-UNSP",' ',' '
'66541','195  ','Ot compl bir',"HIGH VAGINAL LACER-DELIV",' ',' '
'66544','195  ','Ot compl bir',"HIGH VAGINAL LAC-POSTPAR",' ',' '
'66550','195  ','Ot compl bir',"OB INJ PELV ORG NEC-UNSP",' ',' '
'66551','195  ','Ot compl bir',"OB INJ PELV ORG NEC-DEL",' ',' '
'66554','195  ','Ot compl bir',"INJ PELV ORG NEC-POSTPAR",' ',' '
'66560','195  ','Ot compl bir',"DAMAGE TO PELVIC JT-UNSP",' ',' '
'66561','195  ','Ot compl bir',"DAMAGE TO PELVIC JT-DEL",' ',' '
'66564','195  ','Ot compl bir',"DAMAGE PELVIC JT-POSTPAR",' ',' '
'66570','195  ','Ot compl bir',"OB PELVIC HEMATOMA-UNSP",' ',' '
'66571','195  ','Ot compl bir',"OB PELVIC HEMATOMA-DELIV",' ',' '
'66572','195  ','Ot compl bir',"PELVIC HEMATOM-DEL W PP",' ',' '
'66574','195  ','Ot compl bir',"PELVIC HEMATOMA-POSTPART",' ',' '
'66580','195  ','Ot compl bir',"OB TRAUMA NEC-UNSPEC",' ',' '
'66581','195  ','Ot compl bir',"OB TRAUMA NEC-DELIVERED",' ',' '
'66582','195  ','Ot compl bir',"OB TRAUMA NEC-DEL W P/P",' ',' '
'66583','195  ','Ot compl bir',"OB TRAUMA NEC-ANTEPARTUM",' ',' '
'66584','195  ','Ot compl bir',"OB TRAUMA NEC-POSTPARTUM",' ',' '
'66590','195  ','Ot compl bir',"OB TRAUMA NOS-UNSPEC",' ',' '
'66591','195  ','Ot compl bir',"OB TRAUMA NOS-DELIVERED",' ',' '
'66592','195  ','Ot compl bir',"OB TRAUMA NOS-DEL W P/P",' ',' '
'66593','195  ','Ot compl bir',"OB TRAUMA NOS-ANTEPARTUM",' ',' '
'66594','195  ','Ot compl bir',"OB TRAUMA NOS-POSTPARTUM",' ',' '
'66600','195  ','Ot compl bir',"THIRD-STAGE HEM-UNSPEC",' ',' '
