'ICD-9-CM CODE','CCS LVL 1','CCS LVL 1 LABEL','CCS LVL 2','CCS LVL 2 LABEL','CCS LVL 3','CCS LVL 3 LABEL','CCS LVL 4','CCS LVL 4 LABEL'
'67492','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67494','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67500','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67501','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67502','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67503','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67504','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67510','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67511','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67512','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67513','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67514','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67520','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67521','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67522','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67523','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67524','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67580','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67581','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67582','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67583','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67584','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67590','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67591','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67592','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67593','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67594','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67600','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67601','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67602','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67603','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67604','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67610','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67611','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67612','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67613','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67614','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67620','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67621','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67622','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67623','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67624','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67630','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67631','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67632','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67633','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67634','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67640','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67641','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67642','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67643','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67644','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67650','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67651','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67652','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67653','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67654','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67660','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67661','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67662','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67663','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67664','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67680','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67681','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67682','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67683','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67684','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67690','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67691','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67692','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67693','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'67694','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.2',"Complications of the puerperium",' '," "
'64970','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'64971','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'64973','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'65450','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'65451','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'65452','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'65453','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'65454','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.3',"Cervical incompetence",' '," "
'65610','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.4',"Rhesus isoimmunization",' '," "
'65611','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.4',"Rhesus isoimmunization",' '," "
'65613','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.4',"Rhesus isoimmunization",' '," "
'65640','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.5',"Intrauterine death",' '," "
'65641','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.5',"Intrauterine death",' '," "
'65643','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.5',"Intrauterine death",' '," "
'65900','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.6',"Failed induction",' '," "
'65901','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.6',"Failed induction",' '," "
'65903','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.6',"Failed induction",' '," "
'65910','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.6',"Failed induction",' '," "
'65911','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.6',"Failed induction",' '," "
'65913','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.6',"Failed induction",' '," "
'66500','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66501','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66503','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66510','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66511','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66512','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66514','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66520','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66522','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66524','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66530','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66531','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66534','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66540','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66541','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66544','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66550','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66551','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66554','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66560','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66561','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66564','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66570','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66571','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66572','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66574','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66580','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66581','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66582','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66583','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66584','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66590','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66591','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66592','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66593','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'66594','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.7',"Other obstetrical trauma",' '," "
'64981','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'64982','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65103','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65113','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65123','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65130','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65131','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65133','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65140','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65141','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65143','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65150','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65151','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65153','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65160','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65161','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65163','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65183','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65193','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65400','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65401','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65402','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65403','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65404','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65410','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65411','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65412','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65413','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65414','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65430','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65431','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65432','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65433','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
'65434','11',"Complications of pregnancy; childbirth; and the puerperium",'11.6',"Other complications of birth; puerperium affecting management of mother [195.]",'11.6.8',"Other and unspecified complications of birth; puerperium affecting management of moth",' '," "
